idx,회사명,주당액면가액(원)당기,주당액면가액(원)전기,주당액면가액(원)전전기,(연결)당기순이익(백만원)당기,(연결)당기순이익(백만원)전기,(연결)당기순이익(백만원)전전기,(별도)당기순이익(백만원)당기,(별도)당기순이익(백만원)전기,(별도)당기순이익(백만원)전전기,주식 유형1,유형1 예측,유형1 당기,유형1 전기,유형1 전전기,주식 유형2,유형2 예측,유형2 당기,유형2 전기,유형2 전전기,주식 유형3,유형3 예측,유형3 당기,유형3 전기,유형3 전전기
837,샘표식품,500,500,500,26816,17992,11500,23570,17992,11500,주당 현금배당금(원)보통주(1)당기,200,200,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
838,MP한강,100,100,100,-2889,NULL,NULL,-3143,3999,6432,주당 현금배당금(원)(1)당기,168,NULL,NULL,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
839,우수AMS,500,500,500,203,1465,4966,1208,2500,2508,주당 현금배당금(원)보통주(1)당기,30,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
840,GS글로벌,2500,2500,2500,-16661,21058,22496,-26385,13524,8202,주당 현금배당금(원)(1)당기,25,NULL,25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
841,에이피티씨,100,100,100,14158,NULL,NULL,14158,17477,10850,주당 현금배당금(원)보통주식(1)당기,200,NULL,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
842,한국금융지주,5000,5000,5000,845173,529556,510215,348827,337108,314567,주당 현금배당금(원)보통주(1)당기,4049,2900,1800,1600,주당 현금배당금(원)1종 종류주식(1)당기,4112,2962,1862,1662,NULL,NULL,NULL,NULL,NULL
843,종근당,2500,2500,2500,53882,42399,53807,53882,42569,53637,주당 현금배당금(원)보통주(1)당기,900,900,900,900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
844,남화토건,500,500,500,4974,591,8021,4113,2201,5018,주당 현금배당금(원)보통주(1)당기,35,70,70,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
845,JW홀딩스,500,500,500,-31637,36439,56870,-226,12347,-10955,주당 현금배당금(원)(1)당기,105,90,85,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
846,대한약품,500,500,500,NULL,NULL,NULL,28089,28518,24832,주당 현금배당금(원)보통주(1)당기,483,400,300,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
847,화신정공,100,100,100,3454,1062,3097,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,38,30,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
848,알엔투테크놀로지,500,500,500,NULL,NULL,NULL,908,965,777,주당 현금배당금(원)(1)당기,69,50,40,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
849,월덱스,500,500,500,19422,17522,6906,13935,11298,5908,주당 현금배당금(원)보통주(1)당기,61,50,50,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
850,NE능률,500,500,500,NULL,NULL,547,720,-4365,503,주당 현금배당금(원)(1)당기,50,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
851,한국맥널티,500,500,500,-776,716,1261,-1330,479,1262,주당 현금배당금(원)보통주(1)당기,50,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
852,린드먼아시아,500,500,500,4222,3612,2319,4222,3612,2319,주당 현금배당금(원)보통주(1)당기,121,89,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
853,유티아이,500,500,500,4918,6449,10779,8010,6860,10264,주당 현금배당금(원)(1)당기,141,100,100,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
854,쿠쿠홈시스,100,500,500,79879,38180,2426,41933,35710,3649,주당 현금배당금(원)보통주(1)당기,-3919,560,2800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
855,라이온켐텍,500,500,500,NULL,NULL,NULL,10707,1880,3788,주당 현금배당금(원)보통주(1)당기,-8,150,200,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
856,코스맥스엔비티,500,500,500,-17674,7618,6270,6711,21378,14806,주당 현금배당금(원)(1)당기,111,NULL,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
857,태웅로직스,100,100,10000,9562,7318,178,7859,6652,1763,주당 현금배당금(원)보통주(1)당기,-24570,50,212,21200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
858,흥국에프엔비,100,500,500,5303,2761,2620,4913,3109,2234,주당 현금배당금(원)보통주(1)당기,30,30,100,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
859,동신건설,500,500,500,NULL,NULL,NULL,840,985,10693,주당 현금배당금(원)보통주(1)당기,299,NULL,150,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
860,아이크래프트,500,500,500,-259,-843,2193,54,-245,2010,주당 현금배당금(원)보통주(1)당기,100,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
861,포스코엠텍,500,500,500,10577,14101,9881,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,85,80,80,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
862,다나와,500,500,500,23583,16408,13512,22185,17341,12628,주당 현금배당금(원)보통주(1)당기,571,400,320,230,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
863,대원화성,500,500,500,4279,2664,1586,4332,2311,1566,주당 현금배당금(원)(1)당기,411,411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
864,모베이스,500,500,500,46530,20997,15392,18813,11480,7749,주당 현금배당금(원)보통주(1)당기,100,NULL,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
865,코오롱,5000,5000,5000,-17046,-4691,86214,9147,-25991,3285,주당 현금배당금(원)보통주(1)당기,500,500,500,500,주당 현금배당금(원)우선주(1)당기,550,550,550,550,NULL,NULL,NULL,NULL,NULL
866,이라이콤,500,500,500,-586,8226,-15660,-4123,4579,-10560,주당 현금배당금(원)보통주식(1)당기,83,100,400,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
867,NICE평가정보,500,500,500,40781,38305,30670,39602,37057,31320,주당 현금배당금(원)보통주(1)당기,321,230,190,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
868,SGA솔루션즈,100,100,100,-28587,-13443,2221,-23612,-6831,1475,주당 현금배당금(원)보통주(1)당기,15,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
869,제닉,500,500,500,-11959,-15323,-7467,-33317,-14883,-6847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
870,성우테크론,500,500,500,5422,5859,3431,4504,5399,3454,주당 현금배당금(원)보통주(1)당기,124,75,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
871,바디텍메드,1000,1000,1000,11897,-2471,-3139,12151,-1736,-3921,주당 현금배당금(원)(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
872,아이쓰리시스템,500,500,500,180,9785,9359,180,9785,9359,주당 현금배당금(원)대주주(1)당기,-96,70,270,270,주당 현금배당금(원)소액주주(1)당기,-96,70,270,270,NULL,NULL,NULL,NULL,NULL
873,연우,500,500,500,16800,7361,7789,19297,7513,7999,주당 현금배당금(원)보통주(1)당기,160,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
874,부스타,500,500,500,3493,2987,4635,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,78,90,55,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
875,케이탑리츠,1000,1000,1000,NULL,NULL,NULL,5440,3345,2479,주당 현금배당금(원)보통주(1)당기,29,25,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
876,코콤,500,500,500,8218,13875,10724,8218,13875,10724,주당 현금배당금(원)보통주(1)당기,165,160,195,165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
877,성우전자,500,500,500,-5382,8795,7292,-1469,1838,1882,주당 현금배당금(원)보통주(1)당기,80,NULL,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
878,유유제약,1000,1000,1000,4722,4020,4541,3443,3468,4281,주당 현금배당금(원)보통주(1)당기,230,210,200,190,주당 현금배당금(원)우선주(1)당기,240,220,210,200,NULL,NULL,NULL,NULL,NULL
879,디알젬,500,500,500,5471,4653,3992,5751,4784,4132,주당 현금배당금(원)보통주(1)당기,15,50,50,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
880,코리아오토글라스,5000,5000,5000,NULL,NULL,NULL,33026,43334,44751,주당 현금배당금(원)의결권 있는 주식(1)당기,1100,900,800,700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
881,유진기업,500,500,500,19602,26582,85791,20775,23390,86325,주당 현금배당금(원)보통주(1)당기,150,150,150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
882,덕우전자,500,500,500,8863,-1536,14486,9471,-1585,13960,주당 현금배당금(원)보통주(1)당기,20,140,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
883,나우IB,5000,5000,5000,2943,2236,5512,2944,NULL,NULL,주당 현금배당금(원)보통주(1)당기,150,150,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
884,위메이드,500,500,500,-10004,-13228,9737,-54154,-31992,9797,주당 현금배당금(원)보통주(1)당기,600,600,600,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
885,한국바이오젠,200,200,200,NULL,NULL,NULL,-1405,2130,1641,주당 현금배당금(원)보통주(1)당기,79,50,14,14,주당 현금배당금(원)우선주(1)당기,-3,NULL,14,20,NULL,NULL,NULL,NULL,NULL
886,현대사료,500,500,500,NULL,NULL,NULL,3245,-550,5604,주당 현금배당금(원)보통주(1)당기,-133,100,100,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
887,신대양제지,5000,5000,5000,72267,98437,27163,32369,59357,20387,주당 현금배당금(원)보통주(1)당기,958,625,750,375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
888,CNH,2500,2500,2500,15395,734,2888,8829,1405,1344,주당 현금배당금(원)보통주(1)당기,38,30,20,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
889,우노앤컴퍼니,500,500,500,-483,-2469,-1045,272,-1888,-1341,주당 현금배당금(원)보통주(1)당기,-16,100,100,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
890,동아타이어,500,500,500,24709,NULL,NULL,24709,16180,201,주당 현금배당금(원)보통주(1)당기,899,500,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
891,영풍제지,500,500,500,9277,NULL,NULL,9308,14328,3879,주당 현금배당금(원)보통주(1)당기,40,40,40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
892,알에프텍,500,500,500,-1807,6607,3734,-14095,-9950,-12804,주당 현금배당금(원)보통주(1)당기,50,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
893,동성화인텍,500,500,500,16877,-10038,-32196,17534,-3707,-38801,주당 현금배당금(원)보통주(1)당기,220,220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
894,오리콤,1000,1000,1000,5932,8935,4094,3283,6026,2709,주당 현금배당금(원)보통주(1)당기,220,220,220,220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
895,원풍,500,500,500,1859,2020,2228,2585,-1316,2588,주당 현금배당금(원)보통주(1)당기,125,150,150,171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
896,에스트래픽,500,500,500,-9373,-9009,2927,-1693,-7296,8692,주당 현금배당금(원)(1)당기,20,NULL,NULL,20,주당 현금배당금(원)(2)당기,20,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL
897,혜인,500,500,500,4636,-297,1998,5081,-465,3686,주당 현금배당금(원)보통주(1)당기,84,60,30,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
898,DGB금융지주,5000,5000,5000,327408,381107,297226,79435,99248,87842,주당 현금배당금(원)보통주(1)당기,474,410,360,340,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
899,한미반도체,200,200,200,19263,49273,9500,21375,49983,8678,주당 현금배당금(원)보통주(1)당기,-13,100,250,240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
900,포스코 ICT,500,500,500,39675,-34160,41996,38093,-33230,42376,주당 현금배당금(원)보통주(1)당기,20,50,50,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
901,서플러스글로벌,100,100,100,1536,20431,19867,2461,19691,19531,주당 현금배당금(원)보통주(1)당기,-64,NULL,40,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
902,뉴파워프라즈마,100,500,500,5484,13275,18572,6130,13625,18545,주당 현금배당금(원)보통주(1)당기,280,NULL,NULL,280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
903,한일사료,500,500,500,-2383,357,1887,-361,78,2423,주당 현금배당금(원)보통주(1)당기,25,25,25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
904,서암기계공업,500,500,500,NULL,NULL,NULL,2184,3437,2294,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905,브이원텍,500,500,500,6642,15286,10998,6599,15229,10895,주당 현금배당금(원)보통주(1)당기,-99,100,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
906,푸른저축은행,1000,1000,1000,24600,24368,20907,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,550,550,550,550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
907,아이스크림에듀,500,500,500,NULL,NULL,7785,4981,10561,7742,주당 현금배당금(원)보통주(1)당기,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
908,일진파워,500,500,500,11769,15838,14599,11769,15838,14579,주당 현금배당금(원)보통주(1)당기,412,300,330,212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
909,동양,500,500,500,-390,3319,16289,-16945,17352,17057,주당 현금배당금(원)보통주(1)당기,31,40,50,50,주당 현금배당금(원)우선주(1)당기,81,90,100,100,주당 현금배당금(원)2우선주식(1)당기,150,150,150,150
910,민앤지,500,500,500,23910,19717,14496,11110,12107,11580,주당 현금배당금(원)보통주(1)당기,216,230,260,250,주당 현금배당금(원)우선주(1)당기,216,230,260,250,NULL,NULL,NULL,NULL,NULL
911,모나리자,500,500,500,2431,-1831,4124,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,-8,50,50,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
912,와이지엔터테인먼트,500,500,500,-24642,15944,11910,-13384,15229,19224,주당 현금배당금(원)(1)당기,150,NULL,150,150,주당 현금배당금(원)(2)당기,150,NULL,150,150,NULL,NULL,NULL,NULL,NULL
913,금강철강,500,500,500,4402,5277,3028,4473,4513,3012,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
914,SK가스,5000,5000,5000,158869,59760,102083,75505,87766,83804,주당 현금배당금(원)보통주(1)당기,3466,3000,3000,2600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
915,한국캐피탈,500,500,500,21034,16834,6202,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,37,25,20,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
916,우리산업,500,500,500,7584,12110,11755,6820,11248,11692,주당 현금배당금(원)보통주(1)당기,136,120,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
917,에스티팜,500,500,500,-18529,-9268,44997,-18529,-9969,45452,주당 현금배당금(원)(1)당기,500,500,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
918,에스폴리텍,500,500,500,10735,1501,-3051,13148,2030,-3271,주당 현금배당금(원)보통주(1)당기,70,50,25,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
919,한국자산신탁,500,500,500,89601,102357,125528,79598,93174,114354,주당 현금배당금(원)보통주(1)당기,200,200,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
920,LG이노텍,5000,5000,5000,102302,163100,174778,80658,128118,180414,주당 현금배당금(원)보통주(1)당기,358,300,300,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
921,인탑스,500,500,500,35652,22607,16638,12140,1390,1660,주당 현금배당금(원)보통주(1)당기,291,250,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
922,에스텍파마,500,500,500,15227,6589,2726,15087,6583,2861,주당 현금배당금(원)보통주식(1)당기,141,100,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
923,탑엔지니어링,500,500,500,65760,32452,13647,41822,14379,12538,주당 현금배당금(원)보통주(1)당기,158,100,100,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
924,동일기연,500,500,500,2079,-783,7272,1934,-424,4769,주당 현금배당금(원)보통주(1)당기,45,40,40,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
925,메가엠디,500,500,500,805,1127,-3249,1873,4763,-2224,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
926,로보로보,100,100,100,1089,2555,-1114,1090,2555,-1114,주당 현금배당금(원)보통주(1)당기,6,13,29,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
927,하이트진로홀딩스,5000,5000,5000,-40132,8641,-7615,9070,7562,14220,주당 현금배당금(원)보통주(1)당기,533,350,200,150,주당 현금배당금(원)우선주(1)당기,583,400,250,200,NULL,NULL,NULL,NULL,NULL
928,인팩,500,500,500,-4857,1659,-1525,-721,1787,4189,주당 현금배당금(원)보통주(1)당기,111,120,130,130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
929,에스티아이,500,500,500,22986,19752,25240,21382,20582,23113,주당 현금배당금(원)보통주(1)당기,250,250,250,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
930,케이엠제약,100,100,100,NULL,2011,1803,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,50,NULL,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
931,LS전선아시아,500,500,500,16023,9900,12827,6080,5640,5790,주당 현금배당금(원)보통주(1)당기,196,180,160,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
932,진양제약,500,500,500,NULL,NULL,NULL,1646,933,-5768,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
933,삼정펄프,5000,5000,5000,NULL,-174,10429,4671,NULL,NULL,주당 현금배당금(원)보통주(1)당기,1000,NULL,NULL,1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
934,RFHIC,500,500,500,20164,25401,6126,19956,24075,6017,주당 현금배당금(원)보통주(1)당기,374,200,200,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
935,파세코,500,500,500,NULL,NULL,NULL,8643,4750,3672,주당 현금배당금(원)보통주(1)당기,280,250,200,210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
936,대양전기공업,500,500,500,12499,12688,11833,10741,11087,8666,주당 현금배당금(원)보통주(1)당기,200,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
937,포메탈,500,500,500,NULL,NULL,NULL,2202,2091,2454,주당 현금배당금(원)보통주(1)당기,60,60,60,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
938,제이엠티,500,500,500,957,10725,7803,2374,4506,1090,주당 현금배당금(원)보통주(1)당기,-49,50,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
939,서한,500,500,500,NULL,NULL,NULL,9849,42122,77467,주당 현금배당금(원)(1)당기,21,30,40,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
940,율촌화학,500,500,500,18212,14725,27306,18759,13812,27135,주당 현금배당금(원)보통주(1)당기,500,500,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
941,윌링스,500,500,5000,NULL,NULL,NULL,3090,4294,2381,주당 현금배당금(원)보통주(1)당기,-142,80,6,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
942,케이디켐,500,500,500,7492,6797,6643,6068,5824,5908,주당 현금배당금(원)보통주(1)당기,500,500,500,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
943,한신기계공업,500,500,500,1615,3346,4683,1849,3795,4772,주당 현금배당금(원)보통주(1)당기,-36,15,35,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
944,아이디스,500,500,500,1912,4337,9517,1789,4826,2583,주당 현금배당금(원)보통주(1)당기,308,250,250,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
945,삼화전기,1000,1000,1000,3039905,5588356,8552357,2772629,4170809,7315259,주당 현금배당금(원)보통주(1)당기,134,100,100,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
946,서흥,500,500,500,31719,25736,23076,30218,21412,12602,주당 현금배당금(원)(1)당기,499,400,350,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
947,삼천당제약,500,500,500,19599,14592,20484,5249,5529,8091,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
948,대양제지,500,500,500,25691,30515,-2605,19263,31602,6049,주당 현금배당금(원)(1)당기,60,40,50,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
949,경농,500,500,500,4539,5536,10155,7062,9614,11539,주당 현금배당금(원)(1)당기,142,220,250,295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
950,영보화학,500,500,500,5120,5733,29288,8395,5130,25136,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
951,한일철강,500,5000,5000,-10883,-8210,9366,-10332,-5082,9106,주당 현금배당금(원)보통주(1)당기,350,NULL,NULL,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
952,엘컴텍,500,500,500,1126,3262,5903,1172,2046,7451,주당 현금배당금(원)보통주(1)당기,27,35,30,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
953,지에스이,500,500,500,4293,5802,4943,NULL,NULL,NULL,주당 현금배당금(원)보통주(1)당기,46,40,60,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
954,씨앤지하이테크,500,500,500,NULL,NULL,NULL,11779,9932,8261,주당 현금배당금(원)보통주(1)당기,155,150,200,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
955,이즈미디어,500,500,500,-1768,3506,329,-1489,3106,-910,주당 현금배당금(원)보통주(1)당기,50,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
956,삼익악기,500,500,500,13089,13671,-5520,7153,1044,-13860,주당 현금배당금(원)보통주(1)당기,50,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
957,디에이치피코리아,500,500,500,NULL,NULL,NULL,14596,10003,12879,주당 현금배당금(원)보통주(1)당기,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
958,흥국,500,500,500,7003,8317,6953,4490,6646,4517,주당 현금배당금(원)보통주(1)당기,25,150,125,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
959,동양에스텍,500,500,500,2176,-594,3266,1950,-245,3167,주당 현금배당금(원)보통주(1)당기,41,100,100,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
