,name,code,market_code
2011,조이시티,067000,KQ
2012,중앙에너비스,000440,KQ
2013,지엘팜텍,204840,KQ
2014,진매트릭스,109820,KQ
2015,창해에탄올,004650,KQ
2016,청담러닝,096240,KQ
2017,컬러레이,900310,KQ
2018,케어랩스,263700,KQ
2019,케이엔제이,272110,KQ
2020,케이엠,083550,KQ
2021,케이엠제약,225430,KQ
2022,케이프,064820,KQ
2023,켐트로닉스,089010,KQ
2024,켐트로스,220260,KQ
2025,코다코,046070,KQ
2026,코리아에프티,123410,KQ
2027,코센,009730,KQ
2028,큐로홀딩스,051780,KQ
2029,태광,023160,KQ
2030,티피씨글로벌,130740,KQ
2031,파크시스템스,140860,KQ
2032,파트론,091700,KQ
2033,팬젠,222110,KQ
2034,포스코엠텍,009520,KQ
2035,포인트엔지니어링,256630,KQ
2036,포티스,141020,KQ
2037,피앤씨테크,237750,KQ
2038,피앤이솔루션,131390,KQ
2039,필로시스헬스케어,057880,KQ
2040,하나머스트제6호스팩,307160,KQ
2041,하림지주,003380,KQ
2042,하이제5호스팩,340120,KQ
2043,하이텍팜,106190,KQ
2044,한국가구,004590,KQ
2045,한국정밀기계,101680,KQ
2046,한빛소프트,047080,KQ
2047,한송네오텍,226440,KQ
2048,한스바이오메드,042520,KQ
2049,현대바이오랜드,052260,KQ
2050,현대통신,039010,KQ
2051,휘닉스소재,050090,KQ
2052,휴림로봇,090710,KQ
2053,AP시스템,265520,KQ
2054,AP위성,211270,KQ
2055,GRT,900290,KQ
2056,MP그룹,065150,KQ
2057,OQP,078590,KQ
2058,PI첨단소재,178920,KQ
2059,S&K폴리텍,091340,KQ
2060,SFA반도체,036540,KQ
2061,THE MIDONG,161570,KQ
2062,YTN,040300,KQ
2063,골프존뉴딘홀딩스,121440,KQ
2064,교보10호기업인수목적,355150,KQ
2065,글로벌에스엠,900070,KQ
2066,금화피에스시,036190,KQ
2067,까스텔바작,308100,KQ
2068,나무가,190510,KQ
2069,네온테크,306620,KQ
2070,넥스틴,348210,KQ
2071,녹십자랩셀,144510,KQ
2072,농우바이오,054050,KQ
2073,뉴트리,270870,KQ
2074,다나와,119860,KQ
2075,다믈멀티미디어,093640,KQ
2076,대동스틸,048470,KQ
2077,대신밸런스제8호스팩,336570,KQ
2078,대한광통신,010170,KQ
2079,더네이쳐홀딩스,298540,KQ
2080,데이타솔루션,263800,KQ
2081,덱스터,206560,KQ
2082,도이치모터스,067990,KQ
2083,동국산업,005160,KQ
2084,동원개발,013120,KQ
2085,동일금속,109860,KQ
2086,동화기업,025900,KQ
2087,드림시큐리티,203650,KQ
2088,드림어스컴퍼니,060570,KQ
2089,디딤,217620,KQ
2090,디와이피엔에프,104460,KQ
2091,디지캡,197140,KQ
2092,레몬,294140,KQ
2093,로보티즈,108490,KQ
2094,로체시스템즈,071280,KQ
2095,루멘스,038060,KQ
2096,루트로닉,085370,KQ
2097,리노공업,058470,KQ
2098,마이크로디지탈,305090,KQ
2099,마크로젠,038290,KQ
2100,매커스,093520,KQ
2101,메디아나,041920,KQ
2102,멜파스,096640,KQ
2103,모바일리더,100030,KQ
2104,미래생명자원,218150,KQ
2105,미래컴퍼니,049950,KQ
2106,바른전자,064520,KQ
2107,배럴,267790,KQ
2108,백금T&A,046310,KQ
2109,버킷스튜디오,066410,KQ
2110,보성파워텍,006910,KQ
2111,브이원텍,251630,KQ
2112,브이티지엠피,018290,KQ
2113,비비씨,318410,KQ
2114,비씨월드제약,200780,KQ
2115,비아트론,141000,KQ
2116,비츠로시스,054220,KQ
2117,빛샘전자,072950,KQ
2118,삼기,122350,KQ
2119,상상인이안제2호스팩,329560,KQ
2120,상상인인더스트리,101000,KQ
2121,서남,294630,KQ
2122,서울리거,043710,KQ
2123,서울제약,018680,KQ
2124,서전기전,189860,KQ
2125,서희건설,035890,KQ
2126,성광벤드,014620,KQ
2127,세중,039310,KQ
2128,센트럴바이오,051980,KQ
2129,셀트리온헬스케어,091990,KQ
2130,솔브레인홀딩스,036830,KQ
2131,솔트룩스,304100,KQ
2132,슈프리마아이디,317770,KQ
2133,스킨앤스킨,159910,KQ
2134,신신제약,002800,KQ
2135,신영스팩6호,344050,KQ
2136,신일제약,012790,KQ
2137,싸이맥스,160980,KQ
2138,썸에이지,208640,KQ
2139,쏠리드,050890,KQ
2140,씨아이에스,222080,KQ
2141,씨에스베어링,297090,KQ
2142,아난티,025980,KQ
2143,아바코,083930,KQ
2144,아세아텍,050860,KQ
2145,아스트,067390,KQ
2146,아이스크림에듀,289010,KQ
2147,아이텍,119830,KQ
2148,아이티엠반도체,084850,KQ
2149,알로이스,297570,KQ
2150,양지사,030960,KQ
2151,얼라인드,238120,KQ
2152,에스씨디,042110,KQ
2153,에스에프에이,056190,KQ
2154,에스텍,069510,KQ
2155,에스폴리텍,050760,KQ
2156,에스피시스템스,317830,KQ
2157,에이디테크놀로지,200710,KQ
2158,에이치엘비생명과학,067630,KQ
2159,에이치엘비파워,043220,KQ
2160,에치에프알,230240,KQ
2161,엔에이치스팩14호,319400,KQ
2162,엔에이치스팩16호,353190,KQ
2163,엘앤씨바이오,290650,KQ
2164,엘앤에프,066970,KQ
2165,엘티씨,170920,KQ
2166,엠투엔,033310,KQ
2167,영우디에스피,143540,KQ
2168,영풍정밀,036560,KQ
2169,예선테크,250930,KQ
2170,오리엔트정공,065500,KQ
2171,오스코텍,039200,KQ
2172,오파스넷,173130,KQ
2173,올릭스,226950,KQ
2174,옴니시스템,057540,KQ
2175,와토스코리아,079000,KQ
2176,우리산업,215360,KQ
2177,우리이앤엘,153490,KQ
2178,우원개발,046940,KQ
2179,위더스제약,330350,KQ
2180,위즈코프,038620,KQ
2181,윈팩,097800,KQ
2182,유비케어,032620,KQ
2183,유안타제3호스팩,287410,KQ
2184,유앤아이,056090,KQ
2185,유진스팩4호,321260,KQ
2186,이노메트리,302430,KQ
2187,이노테라피,246960,KQ
2188,이디티,215090,KQ
2189,이루다,164060,KQ
2190,이매진아시아,036260,KQ
2191,이베스트이안스팩1호,323210,KQ
2192,이씨에스,067010,KQ
2193,이엔드디,101360,KQ
2194,이오테크닉스,039030,KQ
2195,인터로조,119610,KQ
2196,인프라웨어,041020,KQ
2197,인화정공,101930,KQ
2198,자연과환경,043910,KQ
2199,정산애강,022220,KQ
2200,제이브이엠,054950,KQ
2201,제이엔케이히터,126880,KQ
2202,제일테크노스,038010,KQ
2203,제테마,216080,KQ
2204,지어소프트,051160,KQ
2205,지에스이,053050,KQ
2206,지엔원에너지,270520,KQ
2207,지와이커머스,111820,KQ
2208,진양제약,007370,KQ
2209,차바이오텍,085660,KQ
2210,천랩,311690,KQ
2211,케어젠,214370,KQ
2212,케이맥,043290,KQ
2213,케이엘넷,039420,KQ
2214,케이프이에스제4호,347140,KQ
2215,코렌텍,104540,KQ
2216,코리아나,027050,KQ
2217,코스맥스엔비티,222040,KQ
2218,코오롱티슈진,950160,KQ
2219,코콤,015710,KQ
2220,큐에스아이,066310,KQ
2221,크루셜텍,114120,KQ
2222,크리스에프앤씨,110790,KQ
2223,테스,095610,KQ
2224,텔레칩스,054450,KQ
2225,텔레필드,091440,KQ
2226,톱텍,108230,KQ
2227,티비씨,033830,KQ
2228,티플랙스,081150,KQ
2229,파나진,046210,KQ
2230,파이오링크,170790,KQ
2231,포비스티앤씨,016670,KQ
2232,포시에스,189690,KQ
2233,푸른기술,094940,KQ
2234,프럼파스트,035200,KQ
2235,플리토,300080,KQ
2236,피엔케이피부임상연구센타,347740,KQ
2237,피제이전자,006140,KQ
2238,하림,136480,KQ
2239,하이록코리아,013030,KQ
2240,하이비젼시스템,126700,KQ
2241,하츠,066130,KQ
2242,한국기업평가,034950,KQ
2243,한국정보공학,039740,KQ
2244,한네트,052600,KQ
2245,한라IMS,092460,KQ
2246,한양이엔지,045100,KQ
2247,한프,066110,KQ
2248,해성산업,034810,KQ
2249,해성옵틱스,076610,KQ
2250,행남사,008800,KQ
2251,홈센타홀딩스,060560,KQ
2252,힘스,238490,KQ
