,fin_prdt_cd,kor_co_nm,fin_prdt_nm,join_member,max_limit,spcl_cnd,options
10,310013,삼호저축은행,정기적금(자유적립식),제한없음,,없음,"[['6', '단리', 2.1, 2.1, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['36', '단리', 2.7, 2.7, '정액적립식'], ['36', '단리', 3, 3, '정액적립식'], ['24', '단리', 2.9, 2.9, '정액적립식'], ['12', '단리', 2.8, 2.8, '정액적립식'], ['6', '단리', 2.5, 2.5, '정액적립식'], ['36', '단리', 1.7, 1.7, '자유적립식'], ['24', '단리', 1.7, 1.7, '자유적립식'], ['12', '단리', 1.7, 1.7, '자유적립식'], ['6', '단리', 1.6, 1.6, '자유적립식']]"
11,MK310001,민국저축은행,정기적금,제한없음,,"- 창구가입
- 3명 이상 창구 방문하여 1년이상 적금 가입시 : 연 0.1%
- 적금 만기해지 후 1년이상 정기예금 및 적금 신규 가입시 : 연 0.1%","[['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.4, 2.6, '정액적립식'], ['24', '단리', 2.4, 2.6, '정액적립식'], ['36', '단리', 2.5, 2.7, '정액적립식']]"
12,MK310004,민국저축은행,e-행복정기적금,제한없음,,없음,"[['36', '단리', 2.6, 2.7, '정액적립식'], ['24', '단리', 2.5, 2.6, '정액적립식'], ['12', '단리', 2.5, 2.6, '정액적립식'], ['6', '단리', 2, 2, '정액적립식']]"
13,MK310017,민국저축은행,비대면정기적금,제한없음,,없음,"[['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.5, 2.6, '정액적립식'], ['24', '단리', 2.5, 2.6, '정액적립식'], ['36', '단리', 2.6, 2.7, '정액적립식']]"
14,MK310022,민국저축은행,톡톡정기적금,제한없음,,없음,"[['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.5, 2.7, '정액적립식'], ['24', '단리', 2.5, 2.7, '정액적립식'], ['36', '단리', 2.6, 2.8, '정액적립식']]"
15,2001,푸른저축은행,푸른 정기적금,제한없음,,모바일뱅킹을 통한 가입 : 0.2%,"[['36', '단리', 2.2, 2.4, '정액적립식'], ['24', '단리', 2.2, 2.4, '정액적립식'], ['12', '단리', 2.2, 2.4, '정액적립식'], ['6', '단리', 2, 2.2, '정액적립식']]"
16,2002,푸른저축은행,프리스타일적금,제한 없음,,없음,"[['12', '단리', 1.8, 1.8, '자유적립식'], ['24', '단리', 1.8, 1.8, '자유적립식']]"
17,310002,하나저축은행,1Q 비대면정기적금,제한없음,,- 최고우대금리 : 없음,"[['36', '단리', 2.2, 2.3, '정액적립식'], ['24', '단리', 2.1, 2.2, '정액적립식'], ['12', '단리', 2, 2.1, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['6', '단리', 2.1, 2.1, '정액적립식']]"
18,310001,OK저축은행,OK 정기적금,제한없음,,-,"[['12', '단리', 1.9, 1.9, '정액적립식']]"
19,311001,모아저축은행,e-모아 정기적금,제한없음,,없음,"[['36', '단리', 2.7, 2.7, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['12', '단리', 2.6, 2.6, '정액적립식'], ['6', '단리', 2.2, 2.2, '정액적립식'], ['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['36', '단리', 2.6, 2.6, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['36', '단리', 2.7, 2.7, '정액적립식']]"
20,311002,진주저축은행,자유적립식적금,제한없음,,없음,"[['6', '단리', 1.5, 1.5, '자유적립식'], ['12', '단리', 1.7, 1.7, '자유적립식'], ['24', '단리', 1.8, 1.8, '자유적립식'], ['36', '단리', 1.8, 1.8, '자유적립식']]"
21,310027,더케이저축은행,정기적금,제한없음,,없음,"[['6', '단리', 2.1, 2.1, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['36', '단리', 2.7, 2.7, '정액적립식']]"
22,310028,더케이저축은행,e-정기적금,제한없음,,없음,"[['36', '단리', 2.8, 2.8, '정액적립식'], ['24', '단리', 2.7, 2.7, '정액적립식'], ['12', '단리', 2.6, 2.6, '정액적립식'], ['6', '단리', 2.2, 2.2, '정액적립식']]"
23,024310001,조은저축은행,정기적금,제한없음,,"- 최고우대금리 : 0.1%
- 자영업자, 직장인, 만 60세이상 부모를둔 자녀(증빙서류제출-사업자등록증, 명함, 사원카드) : 0.1%","[['6', '단리', 2.4, 2.4, '정액적립식'], ['12', '단리', 2.6, 2.6, '정액적립식'], ['24', '단리', 2.8, 2.8, '정액적립식'], ['36', '단리', 2.8, 2.8, '정액적립식'], ['6', '단리', 1.8, 1.8, '자유적립식'], ['12', '단리', 2.05, 2.05, '자유적립식'], ['24', '단리', 1.7, 1.7, '자유적립식'], ['36', '단리', 1.7, 1.7, '자유적립식']]"
24,024311001,조은저축은행,e-정기적금,제한없음,,없음,"[['36', '단리', 1.7, 1.7, '자유적립식'], ['24', '단리', 1.7, 1.7, '자유적립식'], ['12', '단리', 2.05, 2.05, '자유적립식'], ['6', '단리', 1.8, 1.8, '자유적립식'], ['36', '단리', 2.8, 2.8, '정액적립식'], ['24', '단리', 2.8, 2.8, '정액적립식'], ['12', '단리', 2.6, 2.6, '정액적립식'], ['6', '단리', 2.4, 2.4, '정액적립식']]"
25,310000,융창저축은행,정기적금,제한없음,,없음,"[['6', '단리', 1.3, 1.5, '정액적립식'], ['12', '단리', 2.2, 2.4, '정액적립식'], ['24', '단리', 2.3, 2.5, '정액적립식'], ['36', '단리', 2.3, 2.5, '정액적립식'], ['36', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.4, 2.4, '정액적립식'], ['12', '단리', 2.3, 2.3, '정액적립식'], ['6', '단리', 1.7, 1.7, '정액적립식'], ['6', '단리', 1.7, 1.7, '정액적립식'], ['12', '단리', 2, 2, '정액적립식'], ['24', '단리', 2.1, 2.1, '정액적립식'], ['36', '단리', 2.2, 2.2, '정액적립식']]"
26,380001,SBI저축은행,복리자유적금(사이다),만17세이상,3000000,"- 만기우대금리 : 0.5%
- 자동연장 재예치 우대금리 : 0.1%","[['24', '복리', 2.05, 2.05, '자유적립식'], ['12', '복리', 2, 2, '자유적립식'], ['6', '복리', 2, 2, '자유적립식']]"
27,310004,OK저축은행,OK VIP 정기적금,방카슈랑스 가입고객에 한함,490000,"- 1만원이상~20만원미만 : 2.4%
- 20만원이상~29만원미만 : 1.5%
- 30만원이상~50만원미만 : 0.9% (방카슈랑스 가입고객에 한해 1건당 1계좌 가입 가능)","[['12', '단리', 1.9, 4.3, '정액적립식']]"
28,310009,솔브레인저축은행,자유정기적금,제한없음,,없음,"[['6', '단리', 2.1, 2.1, '자유적립식'], ['12', '단리', 2.7, 2.7, '자유적립식'], ['24', '단리', 2.9, 2.9, '자유적립식'], ['36', '단리', 2.9, 2.9, '자유적립식'], ['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.7, 2.7, '정액적립식'], ['36', '단리', 3, 3, '정액적립식'], ['36', '단리', 2.1, 2.1, '자유적립식'], ['24', '단리', 2, 2, '자유적립식'], ['12', '단리', 2, 2, '자유적립식'], ['6', '단리', 1.4, 1.4, '자유적립식']]"
29,310005,KB저축은행,KB착한누리적금,"- 기초생활수급자, 소년소녀가장, 한부모가족지원 보호대상자, 새터민, 만 65세 이상 차상위계층, 장애인연금·장애수당·장애아동수당 대상자",300000,- 인터넷뱅킹/모바일뱅킹으로 가입시 우대이율 연 0.5%p 적용,"[['36', '단리', 2.6, 2.6, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['12', '단리', 2.3, 2.3, '정액적립식'], ['6', '단리', 1.6, 1.6, '정액적립식'], ['36', '단리', 2.1, 2.1, '정액적립식'], ['24', '단리', 2.1, 2.1, '정액적립식'], ['12', '단리', 2.1, 2.1, '정액적립식'], ['6', '단리', 1.7, 1.7, '정액적립식'], ['6', '단리', 1.4, 1.4, '정액적립식'], ['12', '단리', 2, 2, '정액적립식'], ['24', '단리', 2.1, 2.1, '정액적립식'], ['36', '단리', 2.2, 2.2, '정액적립식'], ['6', '단리', 2.3, 2.3, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['36', '단리', 2.6, 2.6, '정액적립식'], ['12', '단리', 2.8, 2.8, '정액적립식'], ['24', '단리', 3, 3, '정액적립식'], ['36', '단리', 3.2, 3.2, '정액적립식'], ['12', '단리', 4.5, 5, '정액적립식']]"
30,310006,S&T저축은행,정기적금(비대면),제한없음,,없음,"[['6', '단리', 1.7, 1.7, '자유적립식'], ['12', '단리', 2.1, 2.1, '자유적립식'], ['24', '단리', 2.1, 2.1, '자유적립식'], ['36', '단리', 2.1, 2.1, '자유적립식'], ['6', '단리', 1.4, 1.4, '정액적립식'], ['12', '단리', 2, 2, '정액적립식'], ['24', '단리', 2.1, 2.1, '정액적립식'], ['36', '단리', 2.2, 2.2, '정액적립식']]"
31,310007,진주저축은행,정기적금,제한없음,,없음,"[['36', '단리', 2, 2, '자유적립식'], ['24', '단리', 2, 2, '자유적립식'], ['12', '단리', 1.9, 1.9, '자유적립식'], ['6', '단리', 1.7, 1.7, '자유적립식'], ['36', '단리', 2.9, 2.9, '정액적립식'], ['24', '단리', 2.9, 2.9, '정액적립식'], ['12', '단리', 2.7, 2.7, '정액적립식'], ['6', '단리', 2.1, 2.1, '정액적립식'], ['6', '단리', 1.7, 1.7, '정액적립식'], ['12', '단리', 2.3, 2.3, '정액적립식'], ['24', '단리', 2.3, 2.3, '정액적립식'], ['36', '단리', 2.3, 2.3, '정액적립식'], ['6', '복리', 1.2, 1.2, '자유적립식'], ['12', '복리', 1.6, 1.6, '자유적립식'], ['24', '복리', 1.6, 1.6, '자유적립식'], ['36', '복리', 1.6, 1.6, '자유적립식'], ['36', '단리', 1.9, 1.9, '자유적립식'], ['24', '단리', 1.9, 1.9, '자유적립식'], ['12', '단리', 1.7, 1.7, '자유적립식'], ['6', '단리', 1.3, 1.3, '자유적립식'], ['36', '단리', 2.2, 2.2, '정액적립식'], ['24', '단리', 2.1, 2.1, '정액적립식'], ['12', '단리', 2, 2, '정액적립식'], ['6', '단리', 1.5, 1.5, '정액적립식']]"
32,310008,삼호저축은행,정기적금(인터넷-모바일),제한없음,,없음,"[['6', '단리', 2.1, 2.1, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['36', '단리', 2.7, 2.7, '정액적립식'], ['6', '단리', 1.4, 1.4, '자유적립식'], ['12', '단리', 2.2, 1.9, '자유적립식'], ['24', '단리', 2.2, 1.9, '자유적립식'], ['36', '단리', 2.2, 1.9, '자유적립식'], ['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.7, 2.7, '정액적립식'], ['36', '단리', 3, 3, '정액적립식'], ['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['36', '단리', 2.7, 2.7, '정액적립식'], ['6', '단리', 1.6, 1.6, '자유적립식'], ['12', '단리', 1.7, 1.7, '자유적립식'], ['24', '단리', 1.7, 1.7, '자유적립식'], ['36', '단리', 1.7, 1.7, '자유적립식']]"
33,31,센트럴저축은행,정기적금,제한없음.,,없음,"[['6', '단리', 1.6, 1.6, '정액적립식'], ['12', '단리', 2.3, 2.3, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['36', '단리', 2.6, 2.6, '정액적립식']]"
34,31-1,유안타저축은행,e-정기적금,제한없음,,없음,"[['36', '단리', 2.05, 2.05, '정액적립식'], ['24', '단리', 2.05, 2.05, '정액적립식'], ['12', '단리', 2.05, 2.05, '정액적립식']]"
35,310003,하나저축은행,플러스 정기적금,제한없음,1000000,"- 최고우대금리 : 0.7% 
- 인터넷/스마트뱅킹/모바일브랜치 적금가입 : 0.1% 
- 2명 이상 동시 가입 시 공시금리 +0.2% 
- 4명 이상 동시 가입 시 공시금리 +0.4% 
- 당행보통예금 자동이체시 +0.2% (가입기간 1/2회차 이상 자동이체 확인시 지급)","[['6', '단리', 2.5, 2.5, '정액적립식'], ['12', '단리', 2.7, 2.7, '정액적립식'], ['24', '단리', 2.8, 2.8, '정액적립식'], ['36', '단리', 2.9, 2.9, '정액적립식'], ['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['36', '단리', 2.6, 2.6, '정액적립식'], ['6', '단리', 1.6, 1.6, '자유적립식'], ['12', '단리', 2, 2, '자유적립식'], ['24', '단리', 2, 2, '자유적립식'], ['36', '단리', 2, 2, '자유적립식'], ['12', '단리', 1, 1, '정액적립식'], ['24', '단리', 0.9, 0.9, '정액적립식'], ['36', '단리', 0.9, 0.9, '정액적립식'], ['6', '단리', 0.7, 0.7, '자유적립식'], ['12', '단리', 1.2, 1.2, '자유적립식'], ['24', '단리', 1.1, 1.1, '자유적립식'], ['36', '단리', 1.1, 1.1, '자유적립식'], ['12', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.6, 2.6, '정액적립식'], ['36', '단리', 2.7, 2.7, '정액적립식'], ['24', '단리', 2.5, 3.2, '정액적립식'], ['36', '단리', 2.6, 3.3, '정액적립식']]"
36,KJ0001B,국제저축은행,꿈 찾아 정기적금,제한없음,,없음,"[['6', '단리', 1, 1, '정액적립식'], ['12', '단리', 2, 2, '정액적립식'], ['24', '단리', 2, 2, '정액적립식']]"
37,KJ0002B,국제저축은행,E-꿈 찾아 정기적금,제한없음,2000000,없음,"[['6', '단리', 1, 1, '정액적립식'], ['12', '단리', 2, 2, '정액적립식'], ['24', '단리', 2, 2, '정액적립식']]"
38,KJ0003B,국제저축은행,S-꿈 찾아 정기적금,제한없음,2000000,없음,"[['24', '단리', 2, 2, '정액적립식'], ['12', '단리', 2, 2, '정액적립식'], ['6', '단리', 1, 1, '정액적립식']]"
39,KJ0004B,국제저축은행,꿈 찾아 정기적금(비대면),만 19세 이상의 개인,2000000,없음,"[['6', '단리', 1, 1, '정액적립식'], ['12', '단리', 2, 2, '정액적립식'], ['24', '단리', 2, 2, '정액적립식']]"
40,DH003,DH저축은행,정기적금,제한없음,,없음,"[['6', '단리', 2, 2, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['36', '단리', 2.5, 2.5, '정액적립식']]"
41,DH004,DH저축은행,정기적금(비대면),제한없음,,없음,"[['36', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['6', '단리', 2, 2, '정액적립식']]"
42,310012,예가람저축은행,예가람 멤버십 정기적금,제한없음,,없음,"[['12', '단리', 2.1, 2.1, '정액적립식'], ['24', '단리', 2.3, 2.3, '정액적립식'], ['36', '단리', 3, 3, '정액적립식'], ['12', '단리', 2.5, 3, '정액적립식'], ['24', '단리', 2.6, 3.1, '정액적립식'], ['36', '단리', 2.7, 3.2, '정액적립식']]"
43,KH3100,금화저축은행,정기적금,제한없음,,창구전용상품,"[['6', '단리', 1.3, 1.3, '정액적립식'], ['12', '단리', 2.3, 2.3, '정액적립식'], ['24', '단리', 2.4, 2.4, '정액적립식'], ['36', '단리', 2.4, 2.4, '정액적립식'], ['6', '단리', 1.5, 1.5, '자유적립식'], ['12', '단리', 1.9, 1.9, '자유적립식'], ['24', '단리', 2, 2, '자유적립식'], ['36', '단리', 2, 2, '자유적립식']]"
44,KH3101,금화저축은행,e-정기적금,인터넷 및 모바일뱅킹 사용자,,-,"[['36', '단리', 2.1, 2.1, '자유적립식'], ['24', '단리', 2.1, 2.1, '자유적립식'], ['12', '단리', 2, 2, '자유적립식'], ['6', '단리', 1.6, 1.6, '자유적립식'], ['36', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['6', '단리', 1.4, 1.4, '정액적립식']]"
45,KH3102,금화저축은행,e-행복더드림정기적금,인터넷 및 모바일뱅킹 사용자,1000000,"인터넷, 모바일 전용상품","[['12', '단리', 2.4, 2.4, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['36', '단리', 2.5, 2.5, '정액적립식']]"
46,KH3103,금화저축은행,비대면-정기적금,비대면 어플사용자,,-,"[['36', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['6', '단리', 1.4, 1.4, '정액적립식']]"
47,31-0001,안국저축은행,정기적금,제한없음,,없음,"[['6', '단리', 2.4, 2.4, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['24', '단리', 2.4, 2.4, '정액적립식'], ['36', '단리', 2.5, 2.5, '정액적립식']]"
48,31-0002,안국저축은행,e-정기적금,제한없음,,없음,"[['6', '단리', 2.4, 2.4, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['24', '단리', 2.4, 2.4, '정액적립식'], ['36', '단리', 2.5, 2.5, '정액적립식']]"
49,31-0003,안국저축은행,정기적금(비대면),제한없음,,없음,"[['36', '단리', 2.5, 2.5, '정액적립식'], ['24', '단리', 2.4, 2.4, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['6', '단리', 2.4, 2.4, '정액적립식']]"
50,NY310006,남양저축은행,정기적금,누구나,,인터넷뱅킹 상품 가입 우대금리 0.1%,"[['6', '단리', 2.2, 2.3, '정액적립식'], ['12', '단리', 2.3, 2.4, '정액적립식'], ['24', '단리', 2.4, 2.5, '정액적립식'], ['36', '단리', 2.5, 2.6, '정액적립식']]"
51,NY310009,남양저축은행,비대면-정기적금,"1. 만19세이상 내국인 개인고객
2. 본인 스마트폰 소지자
3. 타기관 OTP 소지자
4. 신분증(주민등록증 또는 운전면허증)소지자
5 .최근 30일이내 전은행에서 입출금통장 개설내역이 없는 고객
6. 미국인 납세자에 해당하지 않는 고객",,없음,"[['6', '단리', 2.3, 2.3, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['36', '단리', 2.6, 2.6, '정액적립식']]"
52,311000,융창저축은행,e정기적금,제한없음,,없음,"[['36', '단리', 2.2, 2.2, '정액적립식'], ['24', '단리', 2.1, 2.1, '정액적립식'], ['12', '단리', 2, 2, '정액적립식'], ['6', '단리', 1.7, 1.7, '정액적립식']]"
53,310035,세람저축은행,비대면 정기적금,제한없음,,없음,"[['6', '단리', 1.8, 1.8, '정액적립식'], ['12', '단리', 2.6, 2.6, '정액적립식'], ['24', '단리', 2.7, 2.7, '정액적립식'], ['36', '단리', 2.8, 2.8, '정액적립식']]"
54,310504,세람저축은행,엄마의미소(美少) 적금,20세 이상 실명의 개인 여성,5000000,20세 이상 여성고객,"[['12', '단리', 3, 3, '자유적립식'], ['24', '단리', 3, 3, '자유적립식']]"
55,310601,세람저축은행,내가디자인하는적금,제한없음,,"해당 적용조건에 따라 우대금리 제공(0.1% ~ 0.5%)
- 정기예금 이용
- 첫번째 적금 가입
- 적금재예탁(당일)
- 고객등록 5년 이상
- 2인 이상 동반가입
- 다자녀(3인)를 두신
- 올해의 띠
- 60세 이상
- 계약기간 24개월, 36개월 이상
- 자동만기재예치 고객","[['12', '단리', 2.3, 2.8, '정액적립식'], ['24', '단리', 2.3, 2.8, '정액적립식'], ['36', '단리', 2.3, 2.8, '정액적립식']]"
56,31-0026,페퍼저축은행,정기적금,제한없음,,우대사항 없음,"[['6', '단리', 1.9, 1.9, '정액적립식'], ['12', '단리', 2, 2, '정액적립식'], ['24', '단리', 2.1, 2.1, '정액적립식'], ['36', '단리', 2.2, 2.2, '정액적립식']]"
57,GP310001,상상인저축은행,뱅뱅뱅 정기적금,제한없음,,없음,"[['6', '단리', 2.3, 2.3, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['36', '단리', 2.5, 2.5, '정액적립식']]"
58,GP31001,상상인저축은행,정기적금,제한없음,,"- 인터넷뱅킹 0.1% 우대 
※ 단위는 연%p","[['36', '단리', 2.4, 2.5, '정액적립식'], ['24', '단리', 2.4, 2.5, '정액적립식'], ['12', '단리', 2.3, 2.4, '정액적립식'], ['6', '단리', 2.2, 2.3, '정액적립식']]"
59,GP310017,상상인저축은행,비대면 정기적금,제한없음,,없음,"[['6', '단리', 2.3, 2.3, '정액적립식'], ['12', '단리', 2.4, 2.4, '정액적립식'], ['24', '단리', 2.5, 2.5, '정액적립식'], ['36', '단리', 2.5, 2.5, '정액적립식']]"
60,310037,한화저축은행,한화가족사랑정기적금,제한없음,,없음,"[['36', '단리', 1.3, 1.3, '자유적립식'], ['24', '단리', 1.3, 1.3, '자유적립식'], ['12', '단리', 1.3, 1.3, '자유적립식'], ['6', '단리', 1, 1, '자유적립식'], ['36', '단리', 2.1, 2.1, '정액적립식'], ['24', '단리', 2.1, 2.1, '정액적립식'], ['12', '단리', 2.1, 2.1, '정액적립식'], ['6', '단리', 1.6, 1.6, '정액적립식']]"
61,310039,한화저축은행,e뱅킹정기적금,제한없음,,"인터넷뱅킹, 스마트폰뱅킹 전용","[['6', '단리', 1.65, 1.65, '정액적립식'], ['12', '단리', 2.15, 2.15, '정액적립식'], ['24', '단리', 2.15, 2.15, '정액적립식'], ['36', '단리', 2.15, 2.15, '정액적립식'], ['6', '단리', 1.05, 1.05, '자유적립식'], ['12', '단리', 1.35, 1.35, '자유적립식'], ['24', '단리', 1.35, 1.35, '자유적립식'], ['36', '단리', 1.35, 1.35, '자유적립식']]"
62,401003,대명상호저축은행,정기적금,누구나가입가능,,없음,"[['6', '단리', 1.3, 1.3, '정액적립식'], ['12', '단리', 1.8, 1.8, '정액적립식'], ['24', '단리', 1.9, 1.9, '정액적립식'], ['36', '단리', 2.1, 2.1, '정액적립식'], ['6', '단리', 1.3, 1.3, '자유적립식'], ['12', '단리', 1.7, 1.7, '자유적립식']]"
